Eng,Chi
Carol of the Bells (Arr. by Ruth Artman),Carol of the Bells (Arr. by Ruth Artman)
Yau Yat Heem Paul,丘日謙
Brad Nix,Brad Nix
Kwong Tse Wai Loretta,鄺子慧
Chan Pui To,陳培道
Minnie Chu,朱洛昕
Claudia Lai,黎楚琳
Chu Kwok Keung,朱國強
Leo Chu,朱永康
Greg Gilpin,Greg Gilpin
Ng Chun Lap,吳俊立
I See a Star,I See a Star
Jonathan Fong,方浩文
We Three Kings (Arr. by Donald H. Ripplinger),We Three Kings (Arr. by Donald H. Ripplinger)
Roland Dyens,Roland Dyens
Kenny Chan,陳啟賢
Akihiro Tanaka,田中彬博
Paolo Sereno,保羅賽雷諾
Takeshi Sakasegawa,逆瀨川剛史
Faith Ng,Faith Ng
Tak Ying Wong,Tak Ying Wong
Elvis Chong,Elvis Chong
Alfred Yiu,Alfred Yiu
Ryan Tang,Ryan Tang
Timothy Tang,Timothy Tang
Justin Wong,Justin Wong
Alex Low,Alex Low
Jan Tam,Jan Tam
Livy Jong,Livy Jong
Prix Chan,Prix Chan
Jane Yam,Jane Yam
Charlotte Chan,Charlotte Chan
Ginny Jong,Ginny Jong
Dejan Mak,Dejan Mak
Zachary Chan,Zachary Chan
Tai Ching Kan,Tai Ching Kan
Cheung Ying Hung,張應雄
Fung Hiu Kwan,馮曉筠
Jim Ho Ming,詹灝銘
潘偉源,潘偉源
歸航(陸偉成編合唱,歸航(陸偉成編合唱
伴奏),伴奏)
陸偉成,陸偉成
李子高,李子高
張福天,張福天
獅子山下(東初編合唱,獅子山下(東初編合唱
陳麗珍,陳麗珍
吳小麗,吳小麗
歐陽靆宛,歐陽靆宛
鍾肇峰,鍾肇峰
馮平北,馮平北
袁正熹,袁正熹
趙碧霞,趙碧霞
戴麗華,戴麗華
袁惠珍,袁惠珍
紅棉(陸偉成編合唱,紅棉(陸偉成編合唱
石濟民,石濟民
Alice Hawthorne,Alice Hawthorne
Joe Kwok,Joe Kwok
Adrian Kelly,Adrian Kelly
Amy Mak,Amy Mak
Tim Summers,Tim Summers
Dr. Paulina Wong,黃慧英博士
Andrew Cheung,張毓君
梁頌恩,梁頌恩
陳青昕,陳青昕
謝芷琳,謝芷琳
吳美瑩,吳美瑩
魏龍勝,魏龍勝
袁天樂,袁天樂
周凱雯,周凱雯
Hubert Wu,胡鴻鈞
Wing-tsan Lam,林榮燦
Dorothy Chu,朱詠家
Joyce Yung,翁樂兒
Jodie Lam,林穎彤
Michelle Ho,何曉琳
Angelina Yung,容樂怡
Hilda Yam,任諾恩
Ho Siu Cheong,何兆昌
Eric Lee,李軍
《黃河協奏曲》,《黃河協奏曲》
Chun Ho Yan,鄭可炘
《我愛你中國》,《我愛你中國》
Cui Zheng Rong,崔崢嶸
Wong Siu fai David,黃兆輝
Kung Man Wai Ivan,龔文偉
鄭可炘,鄭可炘
王晞樂,王晞樂
鍾穎林,鍾穎林
陳柏熹,陳柏熹
梁俊晟,梁俊晟
林星樺,林星樺
譚嘉瑜,譚嘉瑜
潘斯培,潘斯培
葉承霖,葉承霖
鄭淑文,鄭淑文
錢泓睿,錢泓睿
王婭琪,王婭琪
薜凱文,薜凱文
趙霖灝,趙霖灝
徐嘯天,徐嘯天
董葉子,董葉子
謝啟彥,謝啟彥
佐藤安里紗,佐藤安里紗
李鍵熙,李鍵熙
陳妍心,陳妍心
張浩民,張浩民
葛毅力,葛毅力
陳朗禧,陳朗禧
謝一諾,謝一諾
楊凱晴,楊凱晴
《百鳥朝鳳》,《百鳥朝鳳》
陳晃相,陳晃相
潘志清,潘志清
Wang Guo Tong,王國潼
Helen Lee,李遠榕
Yoko,藤原陽子
Vivaldi,維瓦爾第
Abigail Tsang,Abigail Tsang
Meredith Ho,Meredith Ho
Jaren Lau,Jaren Lau
Audrey Mok,Audrey Mok
四季〈春天〉(選段),四季〈春天〉(選段)
Frank Strobel,史卓貝
Sean Oliver,Sean Oliver
Alan Tsang,曾宇軒
May Chan,陳德美
Chloe Lam,林頌騫
Jacky Wong Cho-ki,黃祖麒
Candy Lo,盧巧音
Amy Mak,麥婉儀
Joe Kwok,郭健文
林屴汧,林屴汧
沈韻琦,沈韻琦
廖梓丞,廖梓丞
Marcus Ho,Marcus Ho
曹柏翔,曹柏翔
何文曦,何文曦
萬蔓,萬蔓
Sir Edward Elgar,Sir Edward Elgar
Serenade for Strings,Serenade for Strings
Hsu Tse Chen,許哲誠
Peteris Vasks,Peteris Vasks
Dimitar Burov,Dimitar Burov
"""Tala gaisma"" (Distant Light)","""Tala gaisma"" (Distant Light)"
David Woodcock,David Woodcock
Guillo Espel,Guillo Espel
Chow Yin Ting Vonald,Chow Yin Ting Vonald
Lo Cheuk On Byron,Lo Cheuk On Byron
Wong Chun Yin Travis,Wong Chun Yin Travis
Yu King Yin Eric,Yu King Yin Eric
Zamba para escuchar tu silencio,Zamba para escuchar tu silencio
Carl Maria von Weber,Carl Maria von Weber
Kan Wai Nam,Kan Wai Nam
Ho Yu Cheung Charlie,Ho Yu Cheung Charlie
Yan Wai Lam Carroll,Yan Wai Lam Carroll
Ho Hoi Shan Venus,Ho Hoi Shan Venus
Variations on a Theme of Silvana,Variations on a Theme of Silvana
Guillaume Dufay,威廉．杜飛
Mon cœur me fait tous dispenser,我心悠悠 長自懷想
Florence Cheng,Florence Cheng
Eric Sammut,Eric Sammut
Chan Kai Yin,Chan Kai Yin
Sailing for Phil,Sailing for Phil
Anna Vienna Ho,Anna Vienna Ho
Francesca Chan,Francesca Chan
John Chan,John Chan
Jacky Lam,Jacky Lam
Lee Kwong Yiu,Lee Kwong Yiu
Wilson Chau,Wilson Chau
Clarinet Concerto,Clarinet Concerto
Jacques Ibert,Jacques Ibert
Ocean Yue,Ocean Yue
Ocean Yip,Ocean Yip
Camille Saint-Saëns,Camille Saint-Saëns
Jacky Wong,Jacky Wong
Carlos Tang,Carlos Tang
Jonathan Law,Jonathan Law
Alex Li,Alex Li
Jocelyn Hui,Jocelyn Hui
Chan Ka Po,Chan Ka Po
Dora Tsang,Dora Tsang
Crystal Lam,Crystal Lam
Domenico Scarlatti,Domenico Scarlatti
Emmanuel Ceysson,Emmanuel Ceysson
2 sonatas,2 sonatas
Irving Berlin,柏林
White Christmas,白色聖誕
Prof Leon Shiu-wai Tong,唐少偉教授
Juniata Wible,衛明珠
Hannah Weldon,漢娜．韋爾登
Judy Yap,葉健薏
Swan Choi,蔡詩韻
Richard Kountz,高士
Wong Kin Yu,黃健羭
The Sleigh (Arr. by Irving Berlin),雪橇(R. Baldwin)
Bernard Chien-loke Wong,黃千樂
Irv Rothenberg,Irv Rothenberg
Alan Bullard,Alan Bullard
Skilful Sax,Skilful Sax
徐灝斌,徐灝斌
黎昊錕,黎昊錕
王子豐,王子豐
陳金瑋,陳金瑋
鄭一冬,鄭一冬
朱頴恆導師,朱頴恆導師
Franz Joseph Haydn,Franz Joseph Haydn
吳愷雪,吳愷雪
鄭子蕎,鄭子蕎
潘延希,潘延希
趙之恆導師,趙之恆導師
楊茜鈞,楊茜鈞
Emperor’ s Hymn,Emperor’ s Hymn
高崇白,高崇白
盧雁鈴,盧雁鈴
王影珞,王影珞
趙蔚賢,趙蔚賢
黃芍蕎,黃芍蕎
Joe Hisaishi,Joe Hisaishi
蘇子濤,蘇子濤
My Neighbor Totoro Theme Song,My Neighbor Totoro Theme Song
J. Brahms,J. Brahms
Charles,林日峰
Patrick,林曦
C. Saint-Saëns,C. Saint-Saëns
Ástor Piazzolla,Ástor Piazzolla
Charles Lam,Charles Lam
Sandy Yu,Sandy Yu
Tony Au,Tony Au
Edwin Gouw,Edwin Gouw
Tchaikovsky,Tchaikovsky
Natalie Chang,Natalie Chang
Selections from the Seasons (edited by R.Sylvian),Selections from the Seasons (edited by R.Sylvian)
Patrick Lam,Patrick Lam
Leo Yeung,楊樂培
BWV 914,BWV 914
Elsa Too,杜善琳
Donizetti,Donizetti
Charles Lam,林日鋒
Il barcaiolo,Il barcaiolo
Steven Leung,Steven Leung
Anson Wong,Anson Wong
Mary Golden,Mary Golden
Rosie Mills Goh,Rosie Mills Goh
Tea Lomdaridze,Tea Lomdaridze
Damara Lomdaridze,Damara Lomdaridze
Sharon Choa,蔡敏德
Clara Tsang,
Cherry Tsang,
Clara Tsang,Clara Tsang
Sicilienne,Sicilienne
Cherry Tsang,Cherry Tsang
Daniel Chan,陳紫英
Rao Lan,饒嵐
Cesar Franck,Cesar Franck
Psalm 150,Psalm 150
Saint-Saëns,Saint-Saëns
Cheong Hoi Leong,張海量
Lee Tsz Kiu Matthew,李梓翹
Alexander Wong,黃歷琛
Carnival of Animals,Carnival of Animals
Elizabeth Hung Wong,Elizabeth Hung Wong
Margaret Chan,Margaret Chan
Moses Cheng,Moses Cheng
Mak Ka Lok,麥家樂
梁祝協奏曲,梁祝協奏曲
Wong On-yuen,黃安源
黃河協奏曲 (選段),黃河協奏曲 (選段)
Aliena Wong,黃家舜
Tam Po Shek,譚寶碩
春江花月夜 (首演粵曲管弦樂,春江花月夜 (首演粵曲管弦樂
帝女花之香夭),帝女花之香夭)
Wong Sun Tat,黃晨達
秦炯科,秦炯科
Michelle,何思樂
林玲,林玲
閻偉民,閻偉民
俞兆曦,俞兆曦
曹森財,曹森財
陳定華,陳定華
常迪民,常迪民
李秀妮,李秀妮
陳潤蓮,陳潤蓮
劉錦蘭,劉錦蘭
田春,田春
陳影秋,陳影秋
Sheng Hongbin,盛鴻斌
A Journey on the Silk Road (Xinjiang),絲路行(新疆)
Eric Cheung,張朝暉
Jeong Soo Gyun,鄭壽均
Ha In Kun,河寅根
Lu Yuan,呂遠
Kim Jin Sil,金真實
Ryu Jin,柳真
Park Soo Yeon,樸秀娟
Tao Ching Ching,陶精晶
Song of Karamay (Xinjiang),克拉瑪依之歌(新疆
陳頌然,陳頌然
麥家樂,麥家樂
趙增熹,趙增熹
C AllStar,C AllStar
Tsang Wing Fai,Tsang Wing Fai
Fan Wing Yi,Fan Wing Yi
許廷鏗,許廷鏗
莫華倫,莫華倫
龔冬健,龔冬健
饒嵐,饒嵐
張吟晶,張吟晶
譚天樂,譚天樂
林俊,林俊
麥秋成,麥秋成
小克,小克
林二汶,林二汶
HeartGrey,HeartGrey
孖八,孖八
Step Lau,Step Lau
陳果毅,陳果毅
江保志,江保志
何文良,何文良
蘇振顯,蘇振顯
梁卓球,梁卓球
李秀琴,李秀琴
林培蘭,林培蘭
林麗冰,林麗冰
王淑華,王淑華
李慕貞,李慕貞
陳雅文,陳雅文
飯塚紀佐,飯塚紀佐
倪少琨,倪少琨
蔡玉華,蔡玉華
邹綺麗,邹綺麗
陳露微,陳露微
薛元芳,薛元芳
陳小英,陳小英
陳肖娟,陳肖娟
林麗瑞,林麗瑞
葉甜,葉甜
黃肖顏,黃肖顏
陳丹珠,陳丹珠
劉頌寧,劉頌寧
李琪恩,李琪恩
梁子凌,梁子凌
黃莉筠,黃莉筠
張霽曄,張霽曄
大田夏里,大田夏里
中津文武,中津文武
林曦,林曦
伊藤惠,伊藤惠
李莹玥,李莹玥
陳祖慧,陳祖慧
郭子科,郭子科
龍綺欣,龍綺欣
Remy Van Kesteren,Sasha Boldachev
冰雪奇緣音樂串燒,冰雪奇緣音樂串燒
丁凱希,丁凱希
馬釆羅,馬釆羅
吳昭汶,吳昭汶
魏至不鞱,魏至不鞱
陳孝誠,陳孝誠
李立賢,李立賢
余進昇,余進昇
黃觀頤,黃觀頤
D小調雙簧管協奏曲,D小調雙簧管協奏曲
伍展博,伍展博
韋華第,韋華第
黎梓希,黎梓希
高寧兒,高寧兒
A小調小提琴協奏曲Rv365,A小調小提琴協奏曲Rv365
陸春齡,陸春齡
Chao Chin-chung,趙慶中
Glad Tidings (Dizi Solo,喜報(笛子獨奏
Tang Po-yi,鄧寶怡
M. Spivakovsky,斯皮瓦科夫斯基
Harmonica Concerto,口琴協奏曲
Eddy,謝子聰
Give Me Oil in My Lamp (Arranger,Give Me Oil in My Lamp (Arranger
汪瑛瑛,汪瑛瑛
魏海琳,魏海琳
劉肖璐,劉肖璐
劉雪瑩,劉雪瑩
莫芷茵,莫芷茵
葉翠雲,葉翠雲
陳彥琪,陳彥琪
陳穎欣,陳穎欣
李栩寧,李栩寧
劉秀儀,劉秀儀
Susan Geschke,Susan Geschke
Michael Helman,希爾文
Toccata (Mass Ring),觸技曲(手鈴大合奏)
Emily Li,李潔瑤
Joyce Lo,盧悅穎
Mandy Lau,劉雪瑩
Christine Chan,陳彥琪
Kay Cook,凱琪庫克
Give Me Oil in My Lamp (Arr. by Karen Thompson,我的燈需要油(湯遜編曲
Mass Ring),手鈴大合奏)
Queenie So,蘇筠婷
Henry Smart,斯馬特
Michael Helman,米高曉文
Trilogy,三部曲
Anna Leung,梁麗施
Sondra K. Tucker,桑德拉德格
Canticle,頌歌
Meng-chieh Liu,Meng-chieh Liu
Gershwin,蓋希文
KK Chiu,趙啟強
"Variations on ""I Got Rhythm""",“我有節奏”變奏曲
Michelle Kim,Michelle Kim
Michelle Kim,金美雪
Julie Bees,Julie Bees
Warren Lee,Warren Lee
Johann Strauss Jr.,小約翰．史特勞斯
Kim Bomi,金寶美
Alexandro Scarlatti,亞歷山德羅．史卡拉第
Tarrega,泰雷嘉
Kris Tang,鄧立輝
Croco Tai,戴展安
M.L. Wong,黃美隆
Thomas Kan,簡耀宗
Carrie Lo,盧嘉麗
K.P. Wong,黃國平
Ada Chang,鄭永鳴
Jerry Ching,程建華
Rosita,羅西塔
Loben,伍炳輝
Albeniz,阿爾貝尼斯
Granada,棓蘭納達
Roby Lau,劉錦頴
Molly Ting,丁淑娟
C. H. Yee,余知行
Cecilia Cheng,鄭斯尹
Cadiz,加的斯
Pernambuco,伯南布哥
S.W. Cho,曹瑞雲
Grace Chiu,趙美雲
Peggy Wong,黃少英
Emily Ng,吳鳳霞
Ploto Mok,莫振誠
Timothy Law,羅錦添
Sons de Carrilhoes,鐘聲
Percy Grainger,Percy Grainger
Colonial Song,Colonial Song
Hou Chic-cheng,侯志正
Leung Chi-shing,Leung Chi-shing
Alfred Wong,Alfred Wong
David Lin,林士偉
Digital Hub,Digital Hub
John H. Beck,貝克
Overture for Percussion Ensemble,為敲擊樂而寫的序曲
G. F. Handel,韓德爾
Emily Ellsworth,埃爾斯沃芙
Huadong Lu,呂華東
Sun Peng,孫鵬
Wang l-yu,王乙聿
Chen Chun-hsin,陳俊憲
Felix Hauswirth,奧斯維
Dr. Anthony Spain,斯帕恩博士
Bangka - Abundance and Prosperity,艋舺—澤厚民豐
Butterfly Lovers Erh-Hu Concerto,梁祝協奏曲
Ray Wang,王憶
Lai Chun Ho Ariel,Lai Chun Ho Ariel
Yu King Yin Reic,Yu King Yin Reic
Lau Ka Chun Eric,Lau Ka Chun Eric
Chan Cham Wa,Chan Cham Wa
Lam Shing Yan,Lam Shing Yan
Yau Shun Yee Justin,Yau Shun Yee Justin
Leung King Heng Keith,Leung King Heng Keith
Jesu,Jesu
Joy of Man's Desiring,Joy of Man's Desiring
Benjamin Britten,Benjamin Britten
Po Kwan Law,Po Kwan Law
A Ceremony of Carols,A Ceremony of Carols
Gabriel Fauré,Gabriel Fauré
Lau Lai King,Lau Lai King
Messe Basse,Messe Basse
Ng Mo Suet,Ng Mo Suet
Wong Pak Yung Pony,Wong Pak Yung Pony
Panis Angelicus (Arr. Howard Cable),Panis Angelicus (Arr. Howard Cable)
Chan Uen Kiu Ayako,Chan Uen Kiu Ayako
Yuen Ka Wai,Yuen Ka Wai
O Sing Glad Tidings (Arr. Robert Sieving),O Sing Glad Tidings (Arr. Robert Sieving)
Antonio Vivaldi,Antonio Vivaldi
Cello Sonata in B-flat major,Cello Sonata in B-flat major
RV 46,RV 46
Douglas O’Neill,Douglas O’Neill
David Francis Urrows,David Francis Urrows
Giovanni Paolo Cima,Giovanni Paolo Cima
Johnny Poon,Johnny Poon
Canzon quarta,Canzon quarta
Ach,變奏曲
was soll ich Sünder Machen,
BWV 770,
Douglas O'Neill,Douglas O'Neill
David Y S Chung,David Y S Chung
Carole Cerasi,Carole Cerasi
Sinfonia to Wir müssen durch viel Trübsal,清唱劇序曲
BWV 146,
Reframe (World Premiere),Reframe (World Premiere)
Michael Buritt,Michael Buritt
Wong Cho Yee Joey,Wong Cho Yee Joey
Doomsday Machine,Doomsday Machine
Tang Pui Yee Belle,Tang Pui Yee Belle
Crossing Boundaries,Crossing Boundaries
Francis Poulenc,Francis Poulenc
Sonata for two clarinets,Sonata for two clarinets
Messa a 4 voci da cappella (Mass for 4 voices,無伴奏四聲部彌撤曲(一六五零)
Li Yi Wan,李禕韻
Erik Satie,薩替
Transcription by Raphaël Aggery),
Victor Pang,彭鎮南
徐碩朋,徐碩朋
馬永齡,馬永齡
劉銘鏗,劉銘鏗
鄭文榮,鄭文榮
Yuri Ng,伍宇烈
Chu Pak-him,朱栢謙
Jarita Wan,溫卓妍
Margaret Cheung,張國穎
Jordan Cheng,鄭君熾
Angelita Li,李安琪
何敏儀,何敏儀
馮夏賢,馮夏賢
劉榮豐,劉榮豐
林可嘉,林可嘉
廖愛玲,廖愛玲
施標信,施標信
謝瑞琼,謝瑞琼
步步高(古箏合奏,步步高(古箏合奏
廣東音樂，傅華強,廣東音樂，傅華強
沙里晶改編),沙里晶改編)
Zhang Lee Yi,張莉怡
Tse Shan Shan,謝姍姍
Yu Ying Hei,尤盈晞
黃貽鈞,黃貽鈞
Mirror,鏡子樂隊
花好月圓(古箏合奏,花好月圓(古箏合奏
黃貽鈞曲，范上娥改編),黃貽鈞曲，范上娥改編)
Verdi,威爾第
La Traviata,《茶花女》
Synthia Ko,高德儀
Chris Cheung,張經紹
Jeanie Chu,朱家怡
Offenbach,奧芬巴赫
The Tale of Hoffmann,《霍夫曼的故事》
Lim Chun Albert,林俊
Chan Cheuk Hei Andrew,陳倬熙
Carmen,《卡門》
Sarina Cheung,張天恩
Winnie Wong,王穎妍
Cheng Wing Fan,鄭穎芬
Kwok Chung Yeung,郭仲揚
張敏龍,張敏龍
Goh Ching,
Mozart,Elgar
Catherine Pun,潘藝敏
Cleo Ko,高晨維
Winnie Lai,黎韻芝
Chan Wing wah,陳永華
黃紅英,黃紅英
李复斌,李复斌
古東權,古東權
陳國平博士,陳國平博士
Gossec,戈塞克
Tambourin (arr. by P. Martin),鈴鼓舞曲(P. Martin編)
Martha Kiefer,Martha Kiefer
Howard McCrary,候活．麥格尼
Ted Lo,羅尚正
Zhao Taisheng,趙太生
Sit Hok Chuen,薛學泉
Chiu Kin Tang,趙堅堂
Wong Wai Yuen,黃蔚園
Fiona Hui,許佩珊
Mahler,Mahler
Raymond Chung,鍾子豪
Samuel Pang,彭施皿
Duane Fan,范愷韻
Po-choi Maurice Poon,潘寶才
Elton Lee,李善安
Yvonne Lui,梁呂智殷
Renie Sinn,冼立姿
江河水(東北民間樂曲,江河水(東北民間樂曲
黃海懷移植),黃海懷移植)
Cheong Hoi-leong,張海量
Luen Long-yuet,倫朗悅
貓捉鼠,貓捉鼠
Athalie,Athalie
Kriegsmarsch der Priester,Kriegsmarsch der Priester
Calvin Lai,賴建群
Homer Lee,李少霖
Wing-ching Woo,胡永正
Wing-kam Chau,周詠琴
Hang-kei Kwok,郭亨基
Wing-yu Helen Tsui,崔穎瑜
Loletta Lee,李嘉珩
Allegro Appassionato,Allegro Appassionato
Chung Wing-lam,鍾穎林
Jane Sebba,Jane Sebba
Verdi,Verdi
Requiem (IV,Requiem (IV
Ka-hei Lesley Chan,陳家曦
Josephine Li,李鳳儀
Yin-man Lau,劉耀文
Virginia Chan,陳何貞儀
Joanne Um,Joanne Um
Wai-yan Pang,彭惠茵
Eva Wu,胡志霞
Long-ching Yu,余朗程
King-fong Lee,李琼芳
Teresa Sau,壽而欣
Die Meistersinger von Nürnberg,Die Meistersinger von Nürnberg
WWV 96,WWV 96
Prelude to Act 1,Prelude to Act 1
Wing-hong Tang,鄧永康
Wing-fun Yu,余詠芬
Man-fai Ng,伍文輝
From Days of Youth,From Days of Youth
Tao Yilan,陶漪嵐
Chiu-shing Ng,吳朝勝
Chi-man Joyce Yu,余智敏
H Lane Wilson,H Lane Wilson
Lo Pak-nin,盧栢年
Tsz-ping Chung,鍾梓萍
Carmefia,Carmefia
Ng Pui-shing,伍培勝
Gerald Finzi,Gerald Finzi
Rollicum-Rorum,Rollicum-Rorum
Jonathan Leung Yick-cheung,梁益彰
權吉浩,權吉浩
Philip Sparke,Philip Sparke
The Year of the Dragon,The Year of the Dragon
Jacqueline Tsang,曾勁泳
Siu-Wai Chu,朱紹威
Emily Yip,葉胡美娟
前奏曲二首,前奏曲二首
Wong Yik-tai,黃億泰
Mak Hui-lam,麥煦琳
Fantaisie Pastorale Hongroise,Fantaisie Pastorale Hongroise
Hai Cheng Lai,Hai Cheng Lai
Marc Woo,Marc Woo
Sean Lung,Sean Lung
Jeff Lam,Jeff Lam
Harry Chua,Harry Chua
Chun Ho Mak,Chun Ho Mak
Ernst Li,Ernst Li
Lucas Chua,Lucas Chua
Ashley Ko,Ashley Ko
Katia Shek,Katia Shek
Samantha Chiu,Samantha Chiu
Bibianna Bien,Bibianna Bien
Meagan Fung,Meagan Fung
Natalle Wan,Natalle Wan
Marion Lee,Marion Lee
Chloe Chung,Chloe Chung
Carly Lo,Carly Lo
Natalie Wan,Natalie Wan
Gloria Au,Gloria Au
Kristie Lam,Kristie Lam
Darren Leung,Darren Leung
Anson Chung,Anson Chung
Minuet in G,Minuet in G
Jammas Chan,Jammas Chan
Nathan Lo,Nathan Lo
Paul Chan,Paul Chan
Hobart Shi,Hobart Shi
Alex Ngai,Alex Ngai
Burgmuller,Burgmuller
Jason Chau,Jason Chau
Arabesque,Arabesque
Douglas Li,Douglas Li
Bartok,Bartok
Maggie Chan,
Zara Chung,
Linus Fung,
Keung Hoi Tong,
Wesley Lam,
Connie Lau,
Holdon Man,
Amanda Ng,
Kris Ng,
Lilian Tong,
張毓君,張毓君
懷念曲,懷念曲
李美倩,李美倩
王振芳,王振芳
霍曉彤,霍曉彤
梁少芬,梁少芬
伍仲安,伍仲安
譚秀琼,譚秀琼
杜妙嫦,杜妙嫦
Hymn to Freedom,Hymn to Freedom
蔡觀蓮,蔡觀蓮
鍾佩儀,鍾佩儀
蔣艷蘭,蔣艷蘭
程麗霞,程麗霞
曾錦棠,曾錦棠
李豪賢,李豪賢
李淑娟,李淑娟
夜,夜
吳景輝,吳景輝
鄧倩盈,鄧倩盈
Chamber Music Work (Premiere),室樂作品(首演)
Sun Xiu-wei,孫秀葦
Piangete voi? Al dolce guidami,Piangete voi? Al dolce guidami
Zhang Qian,張倩
Roumen Kroumov,克魯莫夫
Mon cœur s’ouvre a ta voix,Mon cœur s’ouvre a ta voix
Ēriks Ešenvalds,Ēriks Ešenvalds
My Song,My Song
Stephen Schwartz,Stephen Schwartz
埃及皇子選段(arrg. by Jay Bocook),埃及皇子選段(arrg. by Jay Bocook)
劉崢,劉崢
呂曉一教授,呂曉一教授
何文耀博士,何文耀博士
齊漢芳,齊漢芳
李秀梅,李秀梅
Meredith Willson,Meredith Willson
Chow Chung Nam,Chow Chung Nam
Chan Long Yin Anthony,Chan Long Yin Anthony
Lee David,Lee David
Lok Miranda,Lok Miranda
Tsang Ying Ching Claudia,Tsang Ying Ching Claudia
Chan Tim Yan,Chan Tim Yan
Wong Man Ki Penny,Wong Man Ki Penny
Chiu Tak Shun Dickson,Chiu Tak Shun Dickson
Pong Chun Man Calvin,Pong Chun Man Calvin
Lee Ka Hei,Lee Ka Hei
Coriolan Overture,Coriolan Overture
Yeung Tsz Yeung,Yeung Tsz Yeung
Darius Milhaud,Darius Milhaud
Chow Samson,Chow Samson
Lee Kwok Hei Michael,Lee Kwok Hei Michael
Ling Chloe,Ling Chloe
Wong Ho Yan Cocoa,Wong Ho Yan Cocoa
Yeung Sin Hang Andy,Yeung Sin Hang Andy
Ho Cheuk Man Clement,Ho Cheuk Man Clement
Lau Ka Hei,Lau Ka Hei
Chiu Charm Sum Michael,Chiu Charm Sum Michael
Chu Hin Wai Henry,Chu Hin Wai Henry
Kam Phoebe,Kam Phoebe
Wong Pak Yung,Wong Pak Yung
Issac Albéniz,Issac Albéniz
Wong Jung Yan Duncan,Wong Jung Yan Duncan
Li Tang Yin Desmond,Li Tang Yin Desmond
Asturias,Asturias
Chan Man Ling Kitty,Chan Man Ling Kitty
Lau Tsung Ming Hugo,Lau Tsung Ming Hugo
Ko Wing Sum,Ko Wing Sum
Kan Wai Nam Kelly,Kan Wai Nam Kelly
Franz Schubert,Franz Schubert
Yeung Wai Yin,Yeung Wai Yin
Lee Jyh Feng,Lee Jyh Feng
Winterreise,Winterreise
D.911 (XIII. Die Post),D.911 (XIII. Die Post)
Ko Cheuk Nam,Ko Cheuk Nam
Wong Pak Wai,Wong Pak Wai
Élégie,Élégie
Lam Tin Chun,Lam Tin Chun
Franz Liszt,Franz Liszt
Pan Leung Dennis,Pan Leung Dennis
A.Vivaldi,維瓦爾第
Lan Rao,饒嵐
Alleluja RV633,哈利路亞
Esther Tse,謝奕琦
Lora Chow,周曉晴
Michelle Wu,吳美智
J. Strauss,史特勞斯
Fanny Ng,吳秀賢
Fidelia Chan,陳邱敏英
Ginny Kan,簡月瑛
Gladys Wong,黃惠雯
Lo Chan,陳璐
Maggie Chan,陳于澄
Pamela Cheung,張萍萍
Melody Kwok,郭思薺
Charlene Lee,李巧臨
"'Spiel' ich die Unschuld vom Lande' from ""Die Fledermaus""",〈我扮演天眞的鄉村姑娘〉選自歌劇《蝙蝠》
G. Puccini,普契尼
Henry Chung,鍾強華
Lawrence Lo,盧柏年
〈姑娘生來愛唱歌〉(雲南民歌),〈姑娘生來愛唱歌〉(雲南民歌)
Joshua Kwan,關兆基
Jasper Sung,宋狄樟
Alvance Sim,沈凜聰
Bryan Woo,胡顥耀
Patrick Chan,陳國堅
V. Vavilov,瓦維洛夫
Audrey Lin,林爾琪
Aldi Ho,何鎂沂
Elizabeth Stewart,其李平
Ave Maria,〈聖母頌〉
Naomi Chang,陳蔚汶
Edith Chan,陳張美蘭
Lance Mok,莫仲堯
Larry Shuen,孫禮賢
Miranda Ding,丁美訓
Rovina Poon,潘友潔
Stephen Fung,馮子淳
Tina Tong,唐陳英昭
陳靖嵐,陳靖嵐
雷慧樺,雷慧樺
譚樂軒,譚樂軒
鄭楚萍,鄭楚萍
梁浩軒,梁浩軒
吳以心,吳以心
曾慧淇,曾慧淇
《迎賓曲》(六重奏),《迎賓曲》(六重奏)
任光,任光
《彩雲追月》(六重奏,《彩雲追月》(六重奏
周仲康編曲),周仲康編曲)
Cheung Ka-man,張嘉雯
Chan Hiu-fung,陳曉鋒
《陽春白雪》(琵琶獨奏,《陽春白雪》(琵琶獨奏
衛仲樂演奏譜,衛仲樂演奏譜
裘春堯,裘春堯
葉緒然整理),葉緒然整理)
Cheung Ka-yan,張家欣
Wong Kam-pui,黃錦沛
《火把節之夜》(中阮獨奏,《火把節之夜》(中阮獨奏
Liu Wai-kam,廖煒淦
《迎賓曲》(合奏),《迎賓曲》(合奏)
Yue Kin-long,茹健朗
《燈月交輝》(合奏,《燈月交輝》(合奏
民間樂曲,民間樂曲
瞿春泉編曲),瞿春泉編曲)
He Xiaozhou,賀曉舟
Yung Hiu-tung,容曉婷
《中花六板》(笛子與彈撥樂,《中花六板》(笛子與彈撥樂
江南絲竹,江南絲竹
陸春齡訂譜,陸春齡訂譜
